"","word","score","para_num","sent_num","word_num","score_smooth","co"
"10995","unhappy",-2,289,422,10995,0.48,"green"
"10996","to",0,289,422,10996,0.48,"green"
"10997","make",0,289,422,10997,0.48,"green"
"10998","our",0,289,422,10998,0.48,"green"
"10999","service",0,289,422,10999,0.48,"green"
"11000","light",0,289,422,11000,0.48,"green"
"11001","or",0,289,422,11001,0.48,"green"
"11002","burdensome",0,289,422,11002,0.48,"green"
"11003","a",0,289,422,11003,0.48,"green"
"11004","pleasure",3,289,422,11004,0.44,"green"
"11005","or",0,289,422,11005,0.44,"green"
"11006","a",0,289,422,11006,0.44,"green"
"11007","toil",0,289,422,11007,0.44,"green"
"11008","say",0,289,422,11008,0.44,"green"
"11009","that",0,289,422,11009,0.48,"green"
"11010","his",0,289,422,11010,0.48,"green"
"11011","power",0,289,422,11011,0.48,"green"
"11012","lies",0,289,422,11012,0.48,"green"
"11013","in",0,289,422,11013,0.48,"green"
"11014","words",0,289,422,11014,0.48,"green"
"11015","and",0,289,422,11015,0.36,"green"
"11016","looks",0,289,422,11016,0.36,"green"
"11017","in",0,289,422,11017,0.36,"green"
"11018","things",0,289,422,11018,0.36,"green"
"11019","so",0,289,422,11019,0.36,"green"
"11020","slight",0,289,422,11020,0.36,"green"
"11021","and",0,289,422,11021,0.36,"green"
"11022","insignificant",-2,289,422,11022,0.36,"green"
"11023","that",0,289,422,11023,0.36,"green"
"11024","it",0,289,422,11024,0.36,"green"
"11025","is",0,289,422,11025,0.36,"green"
"11026","impossible",0,289,422,11026,0.36,"green"
"11027","to",0,289,422,11027,0.44,"green"
"11028","add",0,289,422,11028,0.44,"green"
"11029","and",0,289,422,11029,0.52,"green"
"11030","count",0,289,422,11030,0.52,"green"
"11031","em",0,289,422,11031,0.52,"green"
"11032","up",0,289,422,11032,0.52,"green"
"11033","what",0,289,422,11033,0.52,"green"
"11034","then",0,289,422,11034,0.44,"green"
"11035","the",0,289,423,11035,0.44,"green"
"11036","happiness",3,289,423,11036,0.56,"green"
"11037","he",0,289,423,11037,0.56,"green"
"11038","gives",0,289,423,11038,0.56,"green"
"11039","is",0,289,423,11039,0.56,"green"
"11040","quite",0,289,423,11040,0.56,"green"
"11041","as",0,289,423,11041,0.56,"green"
"11042","great",3,289,423,11042,0.56,"green"
"11043","as",0,289,423,11043,0.56,"green"
"11044","if",0,289,423,11044,0.52,"green"
"11045","it",0,289,423,11045,0.52,"green"
"11046","cost",0,289,423,11046,0.52,"green"
"11047","a",0,289,423,11047,0.52,"green"
"11048","fortune",0,289,423,11048,0.52,"green"
"11049","he",0,290,424,11049,0.52,"green"
"11050","felt",0,290,424,11050,0.52,"green"
"11051","the",0,290,424,11051,0.52,"green"
"11052","spirit's",0,290,424,11052,0.52,"green"
"11053","glance",0,290,424,11053,0.52,"green"
"11054","and",0,290,424,11054,0.52,"green"
"11055","stopped",-1,290,424,11055,0.52,"green"
"11056","what",0,291,425,11056,0.52,"green"
"11057","is",0,291,425,11057,0.52,"green"
"11058","the",0,291,425,11058,0.52,"green"
"11059","matter",1,291,425,11059,0.52,"green"
"11060","asked",0,291,426,11060,0.52,"green"
"11061","the",0,291,426,11061,0.52,"green"
"11062","ghost",-1,291,426,11062,0.52,"green"
"11063","nothing",0,292,427,11063,0.52,"green"
"11064","particular",0,292,427,11064,0.44,"green"
"11065","said",0,292,427,11065,0.44,"green"
"11066","scrooge",0,292,427,11066,0.44,"green"
"11067","something",0,293,428,11067,0.44,"green"
"11068","i",0,293,428,11068,0.44,"green"
"11069","think",0,293,428,11069,0.44,"green"
"11070","the",0,293,429,11070,0.44,"green"
"11071","ghost",-1,293,429,11071,0.44,"green"
"11072","insisted",0,293,429,11072,0.44,"green"
"11073","no",-1,294,430,11073,0.44,"green"
"11074","said",0,294,430,11074,0.44,"green"
"11075","scrooge",0,294,430,11075,0.44,"green"
"11076","no",-1,294,430,11076,0.44,"green"
"11077","i",0,294,430,11077,0.44,"green"
"11078","should",0,294,430,11078,0.4,"green"
"11079","like",2,294,430,11079,0.4,"green"
"11080","to",0,294,430,11080,0.36,"green"
"11081","be",0,294,430,11081,0.36,"green"
"11082","able",0,294,430,11082,0.36,"green"
"11083","to",0,294,430,11083,0.36,"green"
"11084","say",0,294,430,11084,0.36,"green"
"11085","a",0,294,430,11085,0.36,"green"
"11086","word",0,294,430,11086,0.36,"green"
"11087","or",0,294,430,11087,0.36,"green"
"11088","two",0,294,430,11088,0.28,"green"
"11089","to",0,294,430,11089,0.28,"green"
"11090","my",0,294,430,11090,0.28,"green"
"11091","clerk",0,294,430,11091,0.28,"green"
"11092","just",0,294,430,11092,0.28,"green"
"11093","now",0,294,430,11093,0.28,"green"
"11094","that's",0,294,430,11094,0.28,"green"
"11095","all",0,294,430,11095,0.28,"green"
"11096","his",0,295,431,11096,0.4,"green"
"11097","former",0,295,431,11097,0.4,"green"
"11098","self",0,295,431,11098,0.32,"green"
"11099","turned",0,295,431,11099,0.32,"green"
"11100","down",0,295,431,11100,0.32,"green"
"11101","the",0,295,431,11101,0.32,"green"
"11102","lamps",0,295,431,11102,0.32,"green"
"11103","as",0,295,431,11103,0.28,"green"
"11104","he",0,295,431,11104,0.28,"green"
"11105","gave",0,295,431,11105,0.28,"green"
"11106","utterance",0,295,431,11106,0.28,"green"
"11107","to",0,295,431,11107,0.28,"green"
"11108","the",0,295,431,11108,0.28,"green"
"11109","wish",1,295,431,11109,0.36,"green"
"11110","and",0,295,431,11110,0.52,"green"
"11111","scrooge",0,295,431,11111,0.52,"green"
"11112","and",0,295,431,11112,0.52,"green"
"11113","the",0,295,431,11113,0.52,"green"
"11114","ghost",-1,295,431,11114,0.6,"green"
"11115","again",0,295,431,11115,0.6,"green"
"11116","stood",0,295,431,11116,0.6,"green"
"11117","side",0,295,431,11117,0.6,"green"
"11118","by",0,295,431,11118,0.6,"green"
"11119","side",0,295,431,11119,0.72,"green"
"11120","in",0,295,431,11120,0.72,"green"
"11121","the",0,295,431,11121,0.72,"green"
"11122","open",0,295,431,11122,0.72,"green"
"11123","air",0,295,431,11123,0.72,"green"
"11124","my",0,296,432,11124,0.72,"green"
"11125","time",0,296,432,11125,0.72,"green"
"11126","grows",0,296,432,11126,0.72,"green"
"11127","short",0,296,432,11127,0.72,"green"
"11128","observed",0,296,432,11128,0.72,"green"
"11129","the",0,296,432,11129,0.72,"green"
"11130","spirit",1,296,432,11130,0.72,"green"
"11131","quick",0,296,432,11131,0.72,"green"
"11132","this",0,297,433,11132,0.72,"green"
"11133","was",0,297,433,11133,0.72,"green"
"11134","not",0,297,433,11134,0.72,"green"
"11135","addressed",0,297,433,11135,0.72,"green"
"11136","to",0,297,433,11136,0.72,"green"
"11137","scrooge",0,297,433,11137,0.72,"green"
"11138","or",0,297,433,11138,0.68,"green"
"11139","to",0,297,433,11139,0.76,"green"
"11140","any",0,297,433,11140,0.76,"green"
"11141","one",0,297,433,11141,0.72,"green"
"11142","whom",0,297,433,11142,0.72,"green"
"11143","he",0,297,433,11143,0.72,"green"
"11144","could",0,297,433,11144,0.76,"green"
"11145","see",0,297,433,11145,0.76,"green"
"11146","but",0,297,433,11146,0.76,"green"
"11147","it",0,297,433,11147,0.76,"green"
"11148","produced",0,297,433,11148,0.8,"green"
"11149","an",0,297,433,11149,0.8,"green"
"11150","immediate",0,297,433,11150,0.8,"green"
"11151","effect",0,297,433,11151,0.8,"green"
"11152","for",0,297,433,11152,0.8,"green"
"11153","again",0,297,433,11153,0.8,"green"
"11154","scrooge",0,297,433,11154,0.8,"green"
"11155","saw",0,297,433,11155,0.8,"green"
"11156","himself",0,297,433,11156,0.8,"green"
"11157","he",0,297,433,11157,0.8,"green"
"11158","was",0,297,433,11158,0.76,"green"
"11159","older",0,297,433,11159,0.76,"green"
"11160","now",0,297,433,11160,0.76,"green"
"11161","a",0,297,433,11161,0.76,"green"
"11162","man",0,297,433,11162,0.76,"green"
"11163","in",0,297,433,11163,0.76,"green"
"11164","the",0,297,433,11164,0.76,"green"
"11165","prime",0,297,433,11165,0.76,"green"
"11166","of",0,297,433,11166,0.76,"green"
"11167","life",0,297,433,11167,0.76,"green"
"11168","his",0,297,433,11168,0.76,"green"
"11169","face",0,297,433,11169,0.76,"green"
"11170","had",0,297,433,11170,0.76,"green"
"11171","not",0,297,433,11171,0.76,"green"
"11172","the",0,297,433,11172,0.76,"green"
"11173","harsh",-2,297,433,11173,0.76,"green"
"11174","and",0,297,433,11174,0.76,"green"
"11175","rigid",0,297,433,11175,0.64,"green"
"11176","lines",0,297,433,11176,0.64,"green"
"11177","of",0,297,433,11177,0.64,"green"
"11178","later",0,297,433,11178,0.64,"green"
"11179","years",0,297,433,11179,0.64,"green"
"11180","but",0,297,433,11180,0.64,"green"
"11181","it",0,297,433,11181,0.64,"green"
"11182","had",0,297,433,11182,0.64,"green"
"11183","begun",0,297,433,11183,0.64,"green"
"11184","to",0,297,433,11184,0.56,"green"
"11185","wear",0,297,433,11185,0.56,"green"
"11186","the",0,297,433,11186,0.56,"green"
"11187","signs",0,297,433,11187,0.56,"green"
"11188","of",0,297,433,11188,0.56,"green"
"11189","care",2,297,433,11189,0.56,"green"
"11190","and",0,297,433,11190,0.56,"green"
"11191","avarice",0,297,433,11191,0.56,"green"
"11192","there",0,297,433,11192,0.68,"green"
"11193","was",0,297,433,11193,0.68,"green"
"11194","an",0,297,433,11194,0.68,"green"
"11195","eager",2,297,433,11195,0.68,"green"
"11196","greedy",-2,297,433,11196,0.76,"green"
"11197","restless",-2,297,433,11197,0.76,"green"
"11198","motion",0,297,433,11198,0.76,"green"
"11199","in",0,297,433,11199,0.76,"green"
"11200","the",0,297,433,11200,0.76,"green"
"11201","eye",0,297,433,11201,0.76,"green"
"11202","which",0,297,433,11202,0.76,"green"
"11203","showed",0,297,433,11203,0.76,"green"
"11204","the",0,297,433,11204,0.76,"green"
"11205","passion",0,297,433,11205,0.76,"green"
"11206","that",0,297,433,11206,0.76,"green"
"11207","had",0,297,433,11207,0.76,"green"
"11208","taken",0,297,433,11208,0.76,"green"
"11209","root",0,297,433,11209,0.76,"green"
"11210","and",0,297,433,11210,0.76,"green"
"11211","where",0,297,433,11211,0.76,"green"
"11212","the",0,297,433,11212,0.64,"green"
"11213","shadow",0,297,433,11213,0.64,"green"
"11214","of",0,297,433,11214,0.64,"green"
"11215","the",0,297,433,11215,0.64,"green"
"11216","growing",1,297,433,11216,0.64,"green"
"11217","tree",0,297,433,11217,0.64,"green"
"11218","would",0,297,433,11218,0.64,"green"
"11219","fall",0,297,433,11219,0.64,"green"
"11220","he",0,298,434,11220,0.64,"green"
"11221","was",0,298,434,11221,0.64,"green"
"11222","not",0,298,434,11222,0.64,"green"
"11223","alone",-2,298,434,11223,0.64,"green"
"11224","but",0,298,434,11224,0.68,"green"
"11225","sat",0,298,434,11225,0.6,"green"
"11226","by",0,298,434,11226,0.6,"green"
"11227","the",0,298,434,11227,0.6,"green"
"11228","side",0,298,434,11228,0.6,"green"
"11229","of",0,298,434,11229,0.6,"green"
"11230","a",0,298,434,11230,0.6,"green"
"11231","fair",2,298,434,11231,0.6,"green"
"11232","young",0,298,434,11232,0.6,"green"
"11233","girl",0,298,434,11233,0.6,"green"
"11234","in",0,298,434,11234,0.6,"green"
"11235","a",0,298,434,11235,0.56,"green"
"11236","mourning",-2,298,434,11236,0.56,"green"
"11237","dress",0,298,434,11237,0.56,"green"
"11238","in",0,298,434,11238,0.56,"green"
"11239","whose",0,298,434,11239,0.56,"green"
"11240","eyes",0,298,434,11240,0.6,"green"
"11241","there",0,298,434,11241,0.72,"green"
"11242","were",0,298,434,11242,0.72,"green"
"11243","tears",-2,298,434,11243,0.6,"green"
"11244","which",0,298,434,11244,0.6,"green"
"11245","sparkled",0,298,434,11245,0.68,"green"
"11246","in",0,298,434,11246,0.68,"green"
"11247","the",0,298,434,11247,0.68,"green"
"11248","light",0,298,434,11248,0.68,"green"
"11249","that",0,298,434,11249,0.68,"green"
"11250","shone",0,298,434,11250,0.68,"green"
"11251","out",0,298,434,11251,0.6,"green"
"11252","of",0,298,434,11252,0.6,"green"
"11253","the",0,298,434,11253,0.6,"green"
"11254","ghost",-1,298,434,11254,0.48,"green"
"11255","of",0,298,434,11255,0.48,"green"
"11256","christmas",0,298,434,11256,0.48,"green"
"11257","past",0,298,434,11257,0.48,"green"
"11258","it",0,299,435,11258,0.48,"green"
"11259","matters",1,299,435,11259,0.48,"green"
"11260","little",0,299,435,11260,0.48,"green"
"11261","she",0,299,435,11261,0.48,"green"
"11262","said",0,299,435,11262,0.48,"green"
"11263","softly",0,299,435,11263,0.48,"green"
"11264","to",0,299,435,11264,0.48,"green"
"11265","you",0,299,435,11265,0.48,"green"
"11266","very",0,299,435,11266,0.48,"green"
"11267","little",0,299,435,11267,0.48,"green"
"11268","another",0,299,435,11268,0.48,"green"
"11269","idol",0,299,435,11269,0.48,"green"
"11270","has",0,299,435,11270,0.48,"green"
"11271","displaced",0,299,435,11271,0.48,"green"
"11272","me",0,299,435,11272,0.56,"green"
"11273","and",0,299,435,11273,0.56,"green"
"11274","if",0,299,435,11274,0.56,"green"
"11275","it",0,299,435,11275,0.56,"green"
"11276","can",0,299,435,11276,0.56,"green"
"11277","cheer",2,299,435,11277,0.56,"green"
"11278","and",0,299,435,11278,0.56,"green"
"11279","comfort",2,299,435,11279,0.56,"green"
"11280","you",0,299,435,11280,0.56,"green"
"11281","in",0,299,435,11281,0.56,"green"
"11282","time",0,299,435,11282,0.56,"green"
"11283","to",0,299,435,11283,0.56,"green"
"11284","come",0,299,435,11284,0.56,"green"
"11285","as",0,299,435,11285,0.56,"green"
"11286","i",0,299,435,11286,0.44,"green"
"11287","would",0,299,435,11287,0.44,"green"
"11288","have",0,299,435,11288,0.44,"green"
"11289","tried",0,299,435,11289,0.44,"green"
"11290","to",0,299,435,11290,0.44,"green"
"11291","do",0,299,435,11291,0.4,"green"
"11292","i",0,299,435,11292,0.28,"green"
"11293","have",0,299,435,11293,0.28,"green"
"11294","no",-1,299,435,11294,0.28,"green"
"11295","just",0,299,435,11295,0.28,"green"
"11296","cause",0,299,435,11296,0.28,"green"
"11297","to",0,299,435,11297,0.28,"green"
"11298","grieve",0,299,435,11298,0.28,"green"
"11299","what",0,300,436,11299,0.28,"green"
"11300","idol",0,300,436,11300,0.28,"green"
"11301","has",0,300,436,11301,0.28,"green"
"11302","displaced",0,300,436,11302,0.28,"green"
"11303","you",0,300,436,11303,0.32,"green"
"11304","he",0,300,437,11304,0.32,"green"
"11305","rejoined",0,300,437,11305,0.36,"green"
"11306","a",0,301,438,11306,0.36,"green"
"11307","golden",0,301,438,11307,0.36,"green"
"11308","one",0,301,438,11308,0.36,"green"
"11309","this",0,302,439,11309,0.32,"green"
"11310","is",0,302,439,11310,0.4,"green"
"11311","the",0,302,439,11311,0.4,"green"
"11312","even",0,302,439,11312,0.44,"green"
"11313","handed",0,302,439,11313,0.56,"green"
"11314","dealing",0,302,439,11314,0.56,"green"
"11315","of",0,302,439,11315,0.56,"green"
"11316","the",0,302,439,11316,0.56,"green"
"11317","world",0,302,439,11317,0.56,"green"
"11318","he",0,302,440,11318,0.56,"green"
"11319","said",0,302,440,11319,0.56,"green"
"11320","there",0,302,440,11320,0.68,"green"
"11321","is",0,302,440,11321,0.72,"green"
"11322","nothing",0,302,440,11322,0.72,"green"
"11323","on",0,302,440,11323,0.84,"green"
"11324","which",0,302,440,11324,0.84,"green"
"11325","it",0,302,440,11325,0.84,"green"
"11326","is",0,302,440,11326,0.88,"green"
"11327","so",0,302,440,11327,0.88,"green"
"11328","hard",-1,302,440,11328,0.88,"green"
"11329","as",0,302,440,11329,0.8,"green"
"11330","poverty",-1,302,440,11330,0.8,"green"
"11331","and",0,302,440,11331,0.8,"green"
"11332","there",0,302,440,11332,0.8,"green"
"11333","is",0,302,440,11333,0.8,"green"
"11334","nothing",0,302,440,11334,0.8,"green"
"11335","it",0,302,440,11335,0.8,"green"
"11336","professes",0,302,440,11336,0.8,"green"
"11337","to",0,302,440,11337,0.8,"green"
"11338","condemn",-2,302,440,11338,0.8,"green"
"11339","with",0,302,440,11339,0.8,"green"
"11340","such",0,302,440,11340,0.8,"green"
"11341","severity",0,302,440,11341,0.8,"green"
"11342","as",0,302,440,11342,0.8,"green"
"11343","the",0,302,440,11343,0.8,"green"
"11344","pursuit",0,302,440,11344,0.8,"green"
"11345","of",0,302,440,11345,0.8,"green"
"11346","wealth",3,302,440,11346,0.8,"green"
"11347","you",0,303,441,11347,0.8,"green"
"11348","fear",-2,303,441,11348,0.8,"green"
"11349","the",0,303,441,11349,0.8,"green"
"11350","world",0,303,441,11350,0.8,"green"
"11351","too",0,303,441,11351,0.8,"green"
"11352","much",0,303,441,11352,0.8,"green"
"11353","she",0,303,441,11353,0.8,"green"
"11354","answered",0,303,441,11354,0.8,"green"
"11355","gently",0,303,441,11355,0.8,"green"
"11356","all",0,303,441,11356,0.96,"green"
"11357","your",0,303,441,11357,0.96,"green"
"11358","other",0,303,441,11358,0.96,"green"
"11359","hopes",2,303,441,11359,0.92,"green"
"11360","have",0,303,441,11360,0.88,"green"
"11361","merged",0,303,441,11361,0.88,"green"
"11362","into",0,303,441,11362,0.88,"green"
"11363","the",0,303,441,11363,0.88,"green"
"11364","hope",2,303,441,11364,0.92,"green"
"11365","of",0,303,441,11365,0.92,"green"
"11366","being",0,303,441,11366,0.92,"green"
"11367","beyond",0,303,441,11367,1,"green"
"11368","the",0,303,441,11368,1,"green"
"11369","chance",2,303,441,11369,1,"green"
"11370","of",0,303,441,11370,1,"green"
"11371","its",0,303,441,11371,1,"green"
"11372","sordid",0,303,441,11372,1,"green"
"11373","reproach",0,303,441,11373,1,"green"
"11374","i",0,303,441,11374,1,"green"
"11375","have",0,303,441,11375,1,"green"
"11376","seen",0,303,441,11376,1,"green"
"11377","your",0,303,441,11377,1,"green"
"11378","nobler",0,303,441,11378,1,"green"
"11379","aspirations",0,303,441,11379,1,"green"
"11380","fall",0,303,441,11380,0.88,"green"
"11381","off",0,303,441,11381,0.88,"green"
"11382","one",0,303,441,11382,0.88,"green"
"11383","by",0,303,441,11383,0.88,"green"
"11384","one",0,303,441,11384,0.88,"green"
"11385","until",0,303,441,11385,0.88,"green"
"11386","the",0,303,441,11386,0.88,"green"
"11387","master",0,303,441,11387,0.88,"green"
"11388","passion",0,303,441,11388,0.88,"green"
"11389","gain",2,303,441,11389,0.88,"green"
"11390","engrosses",0,303,441,11390,0.88,"green"
"11391","you",0,303,441,11391,0.88,"green"
"11392","have",0,303,441,11392,0.88,"green"
"11393","i",0,303,441,11393,0.88,"green"
"11394","not",0,303,441,11394,0.96,"green"
"11395","what",0,304,442,11395,0.96,"green"
"11396","then",0,304,442,11396,0.96,"green"
"11397","he",0,304,443,11397,0.96,"green"
"11398","retorted",0,304,443,11398,0.96,"green"
"11399","even",0,304,443,11399,0.96,"green"
"11400","if",0,304,443,11400,0.96,"green"
"11401","i",0,304,443,11401,0.96,"green"
"11402","have",0,304,443,11402,1.04,"green"
"11403","grown",0,304,443,11403,1.04,"green"
"11404","so",0,304,443,11404,1.04,"green"
"11405","much",0,304,443,11405,1.04,"green"
"11406","wiser",0,304,443,11406,1.04,"green"
"11407","what",0,304,443,11407,1.12,"green"
"11408","then",0,304,443,11408,1.12,"green"
"11409","i",0,304,444,11409,1.2,"green"
"11410","am",0,304,444,11410,1.2,"green"
"11411","not",0,304,444,11411,1.2,"green"
"11412","changed",0,304,444,11412,1.2,"green"
"11413","towards",0,304,444,11413,1.2,"green"
"11414","you",0,304,444,11414,1.2,"green"
"11415","she",0,305,445,11415,1.2,"green"
"11416","shook",0,305,445,11416,1.2,"green"
"11417","her",0,305,445,11417,1.24,"green"
"11418","head",0,305,445,11418,1.24,"green"
"11419","am",0,306,446,11419,1.24,"green"
"11420","i",0,306,446,11420,1.24,"green"
"11421","our",0,307,447,11421,1.24,"green"
"11422","contract",0,307,447,11422,1.24,"green"
"11423","is",0,307,447,11423,1.32,"green"
"11424","an",0,307,447,11424,1.32,"green"
"11425","old",0,307,447,11425,1.32,"green"
"11426","one",0,307,447,11426,1.32,"green"
"11427","it",0,307,447,11427,1.32,"green"
"11428","was",0,307,447,11428,1.32,"green"
"11429","made",0,307,447,11429,1.32,"green"
"11430","when",0,307,447,11430,1.32,"green"
"11431","we",0,307,447,11431,1.32,"green"
"11432","were",0,307,447,11432,1.32,"green"
"11433","both",0,307,447,11433,1.32,"green"
"11434","poor",-2,307,447,11434,1.32,"green"
"11435","and",0,307,447,11435,1.32,"green"
"11436","content",0,307,447,11436,1.32,"green"
"11437","to",0,307,447,11437,1.32,"green"
"11438","be",0,307,447,11438,1.32,"green"
"11439","so",0,307,447,11439,1.32,"green"
"11440","until",0,307,447,11440,1.32,"green"
"11441","in",0,307,447,11441,1.32,"green"
"11442","good",3,307,447,11442,1.32,"green"
"11443","season",0,307,447,11443,1.32,"green"
"11444","we",0,307,447,11444,1.32,"green"
"11445","could",0,307,447,11445,1.32,"green"
"11446","improve",2,307,447,11446,1.4,"green"
"11447","our",0,307,447,11447,1.48,"green"
"11448","worldly",0,307,447,11448,1.48,"green"
"11449","fortune",0,307,447,11449,1.48,"green"
"11450","by",0,307,447,11450,1.48,"green"
"11451","our",0,307,447,11451,1.48,"green"
"11452","patient",0,307,447,11452,1.48,"green"
"11453","industry",0,307,447,11453,1.48,"green"
"11454","you",0,307,447,11454,1.48,"green"
"11455","_are_",0,307,447,11455,1.48,"green"
"11456","changed",0,307,447,11456,1.48,"green"
"11457","when",0,307,447,11457,1.48,"green"
"11458","it",0,307,447,11458,1.48,"green"
"11459","was",0,307,447,11459,1.48,"green"
"11460","made",0,307,447,11460,1.48,"green"
"11461","you",0,307,447,11461,1.48,"green"
"11462","were",0,307,447,11462,1.48,"green"
"11463","another",0,307,447,11463,1.48,"green"
"11464","man",0,307,447,11464,1.48,"green"
"11465","i",0,308,448,11465,1.48,"green"
"11466","was",0,308,448,11466,1.44,"green"
"11467","a",0,308,448,11467,1.44,"green"
"11468","boy",0,308,448,11468,1.44,"green"
"11469","he",0,308,448,11469,1.44,"green"
"11470","said",0,308,448,11470,1.44,"green"
"11471","impatiently",0,308,448,11471,1.44,"green"
"11472","your",0,309,449,11472,1.44,"green"
"11473","own",0,309,449,11473,1.44,"green"
"11474","feeling",1,309,449,11474,1.44,"green"
"11475","tells",0,309,449,11475,1.44,"green"
"11476","you",0,309,449,11476,1.44,"green"
"11477","that",0,309,449,11477,1.44,"green"
"11478","you",0,309,449,11478,1.44,"green"
"11479","were",0,309,449,11479,1.44,"green"
"11480","not",0,309,449,11480,1.44,"green"
"11481","what",0,309,449,11481,1.36,"green"
"11482","you",0,309,449,11482,1.36,"green"
"11483","are",0,309,449,11483,1.36,"green"
"11484","she",0,309,449,11484,1.36,"green"
"11485","returned",0,309,449,11485,1.36,"green"
"11486","i",0,309,449,11486,1.44,"green"
"11487","am",0,309,449,11487,1.44,"green"
"11488","that",0,309,449,11488,1.44,"green"
"11489","which",0,309,449,11489,1.56,"green"
"11490","promised",1,309,449,11490,1.56,"green"
"11491","happiness",3,309,449,11491,1.56,"green"
"11492","when",0,309,449,11492,1.56,"green"
"11493","we",0,309,449,11493,1.64,"green"
"11494","were",0,309,449,11494,1.64,"green"
"11495","one",0,309,449,11495,1.64,"green"
"11496","in",0,309,449,11496,1.64,"green"
"11497","heart",0,309,449,11497,1.64,"green"
"11498","is",0,309,449,11498,1.64,"green"
"11499","fraught",0,309,449,11499,1.64,"green"
"11500","with",0,309,449,11500,1.64,"green"
"11501","misery",-2,309,449,11501,1.64,"green"
"11502","now",0,309,449,11502,1.64,"green"
"11503","that",0,309,449,11503,1.64,"green"
"11504","we",0,309,449,11504,1.68,"green"
"11505","are",0,309,449,11505,1.68,"green"
"11506","two",0,309,449,11506,1.68,"green"
"11507","how",0,309,449,11507,1.68,"green"
"11508","often",0,309,449,11508,1.68,"green"
"11509","and",0,309,449,11509,1.64,"green"
"11510","how",0,309,449,11510,1.64,"green"
"11511","keenly",0,309,449,11511,1.64,"green"
"11512","i",0,309,449,11512,1.64,"green"
"11513","have",0,309,449,11513,1.64,"green"
"11514","thought",0,309,449,11514,1.64,"green"
"11515","of",0,309,449,11515,1.64,"green"
"11516","this",0,309,449,11516,1.64,"green"
"11517","i",0,309,449,11517,1.64,"green"
"11518","will",0,309,449,11518,1.64,"green"
"11519","not",0,309,449,11519,1.64,"green"
"11520","say",0,309,449,11520,1.64,"green"
"11521","it",0,309,449,11521,1.64,"green"
"11522","is",0,309,449,11522,1.64,"green"
"11523","enough",0,309,449,11523,1.64,"green"
"11524","that",0,309,449,11524,1.64,"green"
"11525","i",0,309,449,11525,1.64,"green"
"11526","_have_",0,309,449,11526,1.64,"green"
"11527","thought",0,309,449,11527,1.64,"green"
"11528","of",0,309,449,11528,1.64,"green"
"11529","it",0,309,449,11529,1.56,"green"
"11530","and",0,309,449,11530,1.56,"green"
"11531","can",0,309,449,11531,1.48,"green"
"11532","release",0,309,449,11532,1.48,"green"
"11533","you",0,309,449,11533,1.48,"green"
"11534","have",0,310,450,11534,1.48,"green"
"11535","i",0,310,450,11535,1.48,"green"
"11536","ever",0,310,450,11536,1.48,"green"
"11537","sought",0,310,450,11537,1.48,"green"
"11538","release",0,310,450,11538,1.48,"green"
"11539","in",0,311,451,11539,1.48,"green"
"11540","words",0,311,451,11540,1.48,"green"
"11541","no",-1,311,451,11541,1.48,"green"
"11542","never",0,311,451,11542,1.48,"green"
"11543","in",0,312,452,11543,1.48,"green"
"11544","what",0,312,452,11544,1.52,"green"
"11545","then",0,312,452,11545,1.52,"green"
"11546","in",0,313,453,11546,1.52,"green"
"11547","a",0,313,453,11547,1.52,"green"
"11548","changed",0,313,453,11548,1.52,"green"
"11549","nature",0,313,453,11549,1.52,"green"
"11550","in",0,313,453,11550,1.52,"green"
"11551","an",0,313,453,11551,1.56,"green"
"11552","altered",0,313,453,11552,1.56,"green"
"11553","spirit",1,313,453,11553,1.56,"green"
"11554","in",0,313,453,11554,1.56,"green"
"11555","another",0,313,453,11555,1.56,"green"
"11556","atmosphere",0,313,453,11556,1.56,"green"
"11557","of",0,313,453,11557,1.56,"green"
"11558","life",0,313,453,11558,1.56,"green"
"11559","another",0,313,453,11559,1.56,"green"
"11560","hope",2,313,453,11560,1.56,"green"
"11561","as",0,313,453,11561,1.56,"green"
"11562","its",0,313,453,11562,1.56,"green"
"11563","great",3,313,453,11563,1.68,"green"
"11564","end",0,313,453,11564,1.68,"green"
"11565","in",0,313,453,11565,1.68,"green"
"11566","everything",0,313,453,11566,1.68,"green"
"11567","that",0,313,453,11567,1.68,"green"
"11568","made",0,313,453,11568,1.68,"green"
"11569","my",0,313,453,11569,1.68,"green"
"11570","love",3,313,453,11570,1.68,"green"
"11571","of",0,313,453,11571,1.68,"green"
"11572","any",0,313,453,11572,1.68,"green"
"11573","worth",2,313,453,11573,1.68,"green"
"11574","or",0,313,453,11574,1.68,"green"
"11575","value",0,313,453,11575,1.68,"green"
"11576","in",0,313,453,11576,1.72,"green"
"11577","your",0,313,453,11577,1.72,"green"
"11578","sight",0,313,453,11578,1.76,"green"
"11579","if",0,313,453,11579,1.76,"green"
"11580","this",0,313,453,11580,1.8,"green"
"11581","had",0,313,453,11581,1.76,"green"
"11582","never",0,313,453,11582,1.76,"green"
"11583","been",0,313,453,11583,1.76,"green"
"11584","between",0,313,453,11584,1.76,"green"
"11585","us",0,313,453,11585,1.76,"green"
"11586","said",0,313,453,11586,1.76,"green"
"11587","the",0,313,453,11587,1.76,"green"
"11588","girl",0,313,453,11588,1.84,"green"
"11589","looking",0,313,453,11589,1.96,"green"
"11590","mildly",0,313,453,11590,1.96,"green"
